EVE_TITULO;EVE_DATA_INICIO;EVE_DATA_TERMINO;EVE_REPETIR;EVE_DIA;BAI_DESCRICAO;ETE_DESCRICAO;EVE_DESCRICAO_NORM
Paixão de Cristo 2018 - Grupo de Jovens Mãe Maria;2018-03-30;2018-03-30;1;6;Pinheirinho;Cultura;paroquia senhora rainha apostolos grupo jovens mae saida rua andre matte seguindo procissao concluindo rua humberto franca
Lazer nas Arcadas;2018-03-30;2018-03-30;1;1;São Francisco;Lazer;lazer arcadas projeto tradicional recreacao cidade curitiba origem proposta oferecer lazer familia curitibana alem oportunizar frequentadores feira artesanato domingos espaco qualificado entretenimento comunidade atividades ludicas recreativas estimulam criatividade participantes acao visa proporcionar pressupostos considerados essenciais qualidade vida buscam integracao criatividade apropriacao espaco
Caminhada Comemorativa ao Dia do Soldado;2018-03-30;2018-03-30;1;6;Centro;Eventos Regionais;realizacao alongamento caminhada turma idosos cafi ouvidor pardinho torno praca rui barbosa alusivo dia
Lazer no Clube;2019-06-30;2019-12-24;0;*;Uberaba;Lazer;acao sistematica finais semana inedita municipio estimula pratica atividades fisicas saudaveis comunidades atividades aquaticas futsal skate surf piscina oferecidas gratuitamente comunidade necessaria inscricao apenas atividades aquaticas devem ser feitas local apresentacao carteira identidade exame aulas hidroginastica curitibativa idoso movimento aulas polo aquatico turma jovem curitibativaparceria associacoes bola neve projeto surf skate associacao golden boys aulas futsal criancas
Corrida das Cem Voltas;2018-08-24;2018-08-24;0;*;Jardim Botânico;Esporte;realizacao corrida ciclistica consiste cem voltas pista
Maratoninha Aquática;2018-10-20;2018-10-20;0;*;Centro;Esporte;realizacao torneio natacao equipes academias natacao curitiba convidadas
Festival EE 10 de Ginástica Artística;2018-10-17;2018-10-17;0;*;Centro;Esporte;realizacao torneio ginastica artistica equipes regionais
Workshop de Kung Fu e Tai Chi Chuan;2018-10-20;2018-10-20;0;*;Centro;Esporte;realizacao workshop troca vivencias discussao sobre kung fu tai chi
Caminhada Outubro Rosa;2018-10-20;2018-10-20;0;*;Jardim Botânico;Lazer;realizacao caminhada alusiva outubro rosa alunos idade cafi ouvidor pardinho cel
Aulão de Ritmos;2018-10-21;2018-10-21;0;*;Fazendinha;Lazer;desenvolvimento atividade ritmos populacao geral atendimento plano governo
Dia das Crianças - Caximba;2018-10-18;2018-10-18;0;*;Tatuquara;Lazer;comemoracao mes crianca atividades objetivo principal promover acesso lazer recreacao comunidade diversas idades realizados jogos brincadeiras disponibilizados varios materiais acompanhamento orientadores esporte lazer
Aula de Dança Arte Geral - Ballet e Hip Hop;2018-10-19;2018-10-19;0;*;Tatuquara;Lazer;aula parceria instituto arte geral destinada criancas adolescentes regional tatuquara forma fomentar prestigiar danca atividade fisica maneira participativa foco integracao socializacao conta acompanhamento professores
Passos na História Caminhada Rosa;2018-10-20;2018-10-20;0;*;Tatuquara;Lazer;caminhada envolvendo jovens adultos idosos comunidade atentando beneficios caminhada maneira participativa bem conhecimento historico regiao foco integracao socializacao conta acompanhamento orientadores esporte lazer
Lazer nas regionais;2018-10-20;2018-10-20;0;*;Capão Raso;Lazer;prestar servicos comunidade meio atividades educativas sociorecreativas proporcionem participacao espontanea ocupacao tempo livre promocao cultura insercao social corporeidade incentivo criatividade melhoria condicao fisica bem estar observando necessidades comunidade interesses preferencias moldam cotidiano foco familia valorizacao cidade
Festa do Dia das Crianças - Regional Boqueirão;2018-10-20;2018-10-20;0;*;Boqueirão;Lazer;comemoracao mes crianca atividades objetivo principal promover acesso lazer recreacao comunidade diversas idades realizados jogos brincadeiras disponibilizados varios materiais acompanhamento orientadores esporte lazer
Oficina de Stand UP;2018-10-20;2018-10-20;0;*;Cidade Industrial de Curitiba;Lazer;oportunizar criancas jovens conhecimento aprendizagem modalidade esportiva atividade podera ter alteracoes devido condicoes
Curitiba Brinca;2018-10-20;2018-10-20;0;*;Boqueirão;Eventos Regionais;evento alusivo dia criancas quarta
Orientação em Academia ao Ar Livre;2018-10-19;2018-10-19;0;*;Cidade Industrial de Curitiba;Eventos Regionais;orientacao sobre uso correto aparelhos objetivando importancia atividade
Talento Jovem;2018-10-17;2018-10-17;0;*;Cidade Industrial de Curitiba;Eventos Regionais;participacao jovens anos atividades culturais estimulando potencialidades despertando interesse auto
Dança Gaúcha;2018-10-19;2018-10-19;0;*;Boa Vista;Eventos Regionais;comunidade participa aulas danca gaucha alguns ritmos ensinados vaneira xote
Dia das Crianças Regional CIC;2018-10-20;2018-10-20;0;*;Cidade Industrial de Curitiba;Eventos Regionais;comemoracao alusiva dia criancas proporcionando lazer entretenimento moradores regional
Rugby em Cadeira de Rodas;2018-10-17;2018-10-17;0;*;Boa Vista;Eventos Regionais;cadeirantes participam projeto vindo treinar participar junto
Aulão de Capoeira – Associação Aruanda de Capoeria;2018-10-20;2018-10-20;1;"2;4;7";Tinguí;Esporte;aula capoeira promovida associacao aruanda capoeria atendimento criancas jovens comunidade participantes projeto smelj
"Oficinas de: Canto; Violão; Dança; Desenho; Inglês e Espanhol";2018-10-19;2018-10-19;1;7;Cidade Industrial de Curitiba;Eventos Regionais;academicos puc acao voluntaria desenvolvendo atividade cultural populacao regional
Lazer no Clube;2018-12-05;2018-12-10;0;*;Uberaba;Eventos Regionais;acao sistematica finais semana inedita municipio estimula pratica atividades fisicas saudaveis comunidades atividades aquaticas futsal skate surf piscina oferecidas gratuitamente comunidade necessaria inscricao apenas atividades aquaticas devem ser feitas local apresentacao carteira identidade exame medico aulas hidroginastica curitibativa idoso movimento aulas polo aquatico turma jovem curitibativa parceria associacoes bola neve projeto surf skate associacao golden boys aulas futsal criancas
Aulão de Capoeira – Associação Aruanda de Capoeira;2018-11-10;2018-11-10;0;*;Tinguí;Eventos Regionais;aula capoeira promovida associacao aruanda capoeira atendimento criancas jovens comunidade participantes projeto smelj
Aulão de Pilates;2018-10-27;2018-10-27;0;*;Tinguí;Eventos Regionais;aulao ginastica referencia acoes outubro
Aulão de Ginástica Rosa;2018-10-24;2018-10-24;0;*;Capão da Imbuia;Eventos Regionais;aulao ginastica prol mes outubro rosa participacao
Aula de Dança Arte Geral - Ballet e Hip Hop;2018-10-26;2018-10-26;1;7;Tatuquara;Eventos Regionais;aula parceria instituto arte geral destinada criancas adolescentes regional tatuquara forma fomentar prestigiar danca atividade fisica maneira participativa foco integracao socializacao conta acompanhamento professores
Lazer na Regional;2018-10-24;2018-10-24;0;*;Capão Raso;Eventos Regionais;prestar servicos comunidade meio atividades educativas sociorecreativas proporcionem participacao espontanea ocupacao tempo livre promocao cultura insercao social corporeidade incentivo criatividade melhoria condicao fisica bem estar observando necessidades comunidade interesses preferencias moldam cotidiano foco familia valorizacao cidade
Lazer na Regional;2018-11-10;2018-11-10;0;*;Capão Raso;Eventos Regionais;prestar servicos comunidade meio atividades educativas sociorecreativas proporcionem participacao espontanea ocupacao tempo livre promocao cultura insercao social corporeidade incentivo criatividade melhoria condicao fisica bem estar observando necessidades comunidade interesses preferencias moldam cotidiano foco familia valorizacao cidade
Festa Dia da Criança;2018-10-27;2018-10-27;0;*;Pinheirinho;Eventos Regionais;evento comemoracao dia crianca dia repleto atividades brinquedos inflaveis jogos gigantes oficinas mini esportes apresentacoes artisticas muita diversao toda
Dança Gaúcha;2018-10-28;2018-10-28;0;*;Boa Vista;Eventos Regionais;comunidade participa aulas danca gaucha alguns ritmos abordados vaneira
Corrida das Cem Voltas;2018-10-27;2018-10-27;0;*;Jardim Botânico;Eventos Regionais;realizacao cem voltas ciclisticas pista velodromode
Jogo Amistoso de Handebol;2018-10-24;2018-10-24;0;*;Centro;Eventos Regionais;realizacao jogo amistoso handebol equipes adultas praticam modalidade
Aulão de Ritmos;2018-10-24;2018-10-24;0;*;Centro;Eventos Regionais;desenvolvimento atividade ritmos populacao geral atendimento plano governo
Festival da Criança na Matriz;2018-10-24;2018-10-24;0;*;Centro;Eventos Regionais;realizacao festividades alusivas dia crianca atividades lazer recreacao
Caminha Outubro Rosa;2018-10-26;2018-10-26;0;*;Xaxim;Eventos Regionais;evento voltado outubro rosa conscientizacao prevencao cancer
Talento Jovem;2018-10-26;2018-10-26;0;*;Centro;Eventos Regionais;realizacao apresentacoes esporte cultura arte buscando divulgar valorizar talentos
Torneio de Voleibol da AVP;2018-10-25;2018-10-25;0;*;Centro;Eventos Regionais;realizacao torneio voleibol masculino equipes
Campanha Outubro Rosa;2018-10-27;2018-10-27;0;*;Bacacheri;Eventos Regionais;campanha arrecadacao lencos cabelos amigas mama aama
Aulão Rosa;2018-10-27;2018-10-27;0;*;Bacacheri;Eventos Regionais;
Dança Circular;2018-10-22;2018-10-29;0;*;Centro;Eventos Regionais;realizacao apresentacoes danca circular grupos praticantes divulgacao troca vivencias
Lançamento - Verão Curitiba 2019;2018-10-26;2018-10-26;1;6;Boqueirão;Verão Curitiba;curitiba verao praia parques cidade parques praia curitiba frase bastante ouvida dias calor fins semana curitiba meses janeiro fevereiro ideia colocada pratica prefeitura curitiba quatro parques cidade pontos centrais diversao durante finais periodo janeiro fevereiro sabados domingos projeto verao curitiba vai aumentar temperaturas levar grande concentracao atividades parque barigui parque nautico iguacu parque lago azul parque periodo janeiro fevereiro durante dias semana segunda sexta espacos publicos regionais cidade acontecera junto acoes festival ferias verao cidade assim varios espacos publicos levara alegria carinho familias neste periodo ferias lancamento programa acontecera dia sexta parque nautico iguacu contara atividades lazer esporte forma segura estimulando qualidade vida cidadao ofertadas atividades voleibol futebol frescobol ping pong jogos tabuleiro programacao atividades culturais artisticas neste dia ainda clinica canoa havaiana nautimodelismo gincana competitiva equipes canoa havaiana regata nautimodelismo brinquedos inflaveis aguao projeto verao curitiba veio colocar pessoas movimento agitar diversos espacos publicos cidade acao integrada toda prefeitura curitiba gestao direta prefeito rafael greca acao integrada todas secretarias municipais cidade diversos pontos onde ofertados servicos atividades gratuitas esporte lazer atividade fisica recreacao apresentacoes artisticas culturais alem diversas oficinas orientacoes promocao habitos saudaveis voltados melhoria qualidade vida algumas atividades apresentacoes circenses parque barigui parque nautico iguacu meio programa praca circo forma difundir arte circense levar alegria parques oficinas apresentacoes artisticas culturais musicais alunos professores oficina musica atividades esportivas emprestimo materiais esportivos pratica volei praia futebol areia badminton alem realizacao torneios diversas modalidades jogos atividades recreativas jogos tabuleiro emprestimo materiais pratica frescobol perna pau esqui grama alem algumas brincadeiras agua refrescar diversas atividades projeto jogos pia realizacao oficinas emprestimo materiais pratica bets acoes educativas orientacoes pratica atividade fisica seguranca alimentar nutricional preservacao ambiental cuidados animais informacoes turisticas dicas saude melhoria qualidade vida alem pontos descarte lixo locais parque barigui av candido hartmann santo inacio lado museu automovel parque nautico iguacu av marechal floriano peixoto boqueiraoparque passauna angelo marqueto augusta prainha lago proxima mirante parque lago azul colomba marlin augustaconfira programacao site
Verão Curitiba 2019 - Parque Barigui;2018-10-28;2018-10-28;1;"1;7";Santo Inácio;Verão Curitiba;curitiba verao barigui periodo janeiro fevereiro sabados domingos projeto verao curitiba vai aumentar temperaturas levar grande concentracao atividades parque barigui parques praia curitiba frase bastante ouvida dias calor fins semana curitiba meses janeiro fevereiro ideia colocada pratica prefeitura curitiba quatro parques cidade pontos centrais diversao durante finais semana alem barigui atividades parque nautico iguacu passauna lago periodo janeiro fevereiro durante dias semana segunda sexta espacos publicos regionais cidade acontecera junto acoes festival ferias verao cidade assim varios espacos publicos levara alegria carinho familias neste periodo ferias projeto verao curitiba veio colocar pessoas movimento agitar diversos espacos publicos cidade acao integrada toda prefeitura curitiba gestao direta prefeito rafael greca acao integrada todas secretarias municipais cidade diversos pontos onde ofertados servicos atividades gratuitas esporte lazer atividade fisica recreacao apresentacoes artisticas culturais alem diversas oficinas orientacoes promocao habitos saudaveis voltados melhoria qualidade vida algumas atividades apresentacoes circenses parque barigui parque nautico iguacu meio programa praca circo forma difundir arte circense levar alegria parques oficinas apresentacoes artisticas culturais musicais alunos professores oficina musica atividades esportivas emprestimo materiais esportivos pratica volei praia futebol areia badminton alem realizacao torneios diversas modalidades jogos atividades recreativas jogos tabuleiro emprestimo materiais pratica frescobol perna pau esqui grama alem algumas brincadeiras agua refrescar diversas atividades projeto jogos pia realizacao oficinas emprestimo materiais pratica bets acoes educativas orientacoes pratica atividade fisica seguranca alimentar nutricional preservacao ambiental cuidados animais informacoes turisticas dicas saude melhoria qualidade vida alem pontos descarte lixo locais parque barigui av candido hartmann santo inacio lado museu automovel parque nautico iguacu av marechal floriano peixoto boqueiraoparque passauna angelo marqueto augusta prainha lago proxima mirante parque lago azul colomba marlin augustaconfira programacao site
Verão Curitiba 2019 - Parque Náutico;2019-01-11;2019-01-11;1;"1;7";Boqueirão;Verão Curitiba;curitiba verao parque nautico periodo janeiro fevereiro sabados domingos projeto verao curitiba vai aumentar temperaturas levar grande concentracao atividades parque nautico iguacu parques praia curitiba frase bastante ouvida dias calor fins semana curitiba meses janeiro fevereiro ideia colocada pratica prefeitura curitiba quatro parques cidade pontos centrais diversao durante finais semana alem parque nautico atividades parques barigui passauna lago periodo janeiro fevereiro durante dias semana segunda sexta espacos publicos regionais cidade acontecera junto acoes festival ferias verao cidade assim varios espacos publicos levara alegria carinho familias neste periodo ferias projeto verao curitiba veio colocar pessoas movimento agitar diversos espacos publicos cidade acao integrada toda prefeitura curitiba gestao direta prefeito rafael greca acao integrada todas secretarias municipais cidade diversos pontos onde ofertados servicos atividades gratuitas esporte lazer atividade fisica recreacao apresentacoes artisticas culturais alem diversas oficinas orientacoes promocao habitos saudaveis voltados melhoria qualidade vida algumas atividades apresentacoes circenses parque barigui parque nautico iguacu meio programa praca circo forma difundir arte circense levar alegria parques oficinas apresentacoes artisticas culturais musicais alunos professores oficina musica atividades esportivas emprestimo materiais esportivos pratica volei praia futebol areia badminton alem realizacao torneios diversas modalidades jogos atividades recreativas jogos tabuleiro emprestimo materiais pratica frescobol perna pau esqui grama alem algumas brincadeiras agua refrescar diversas atividades projeto jogos pia realizacao oficinas emprestimo materiais pratica bets acoes educativas orientacoes pratica atividade fisica seguranca alimentar nutricional preservacao ambiental cuidados animais informacoes turisticas dicas saude melhoria qualidade vida alem pontos descarte lixo locais parque barigui av candido hartmann santo inacio lado museu automovel parque nautico iguacu av marechal floriano peixoto boqueiraoparque passauna angelo marqueto augusta prainha lago proxima mirante parque lago azul colomba marlin augustaconfira programacao site
Verão Curitiba 2019 - Parque Lago Azul;2019-01-12;2019-02-24;1;"1;7";Ganchinho;Verão Curitiba;curitiba verao parque lago azul periodo janeiro fevereiro sabados domingos projeto verao curitiba vai aumentar temperaturas levar grande concentracao atividades parque lago azul parques praia curitiba frase bastante ouvida dias calor fins semana curitiba meses janeiro fevereiro ideia colocada pratica prefeitura curitiba quatro parques cidade pontos centrais diversao durante finais semana alem lago azul atividades parques barigui passauna nautico periodo janeiro fevereiro durante dias semana segunda sexta espacos publicos regionais cidade acontecera junto acoes festival ferias verao cidade assim varios espacos publicos levara alegria carinho familias neste periodo ferias projeto verao curitiba veio colocar pessoas movimento agitar diversos espacos publicos cidade acao integrada toda prefeitura curitiba gestao direta prefeito rafael greca acao integrada todas secretarias municipais cidade diversos pontos onde ofertados servicos atividades gratuitas esporte lazer atividade fisica recreacao apresentacoes artisticas culturais alem diversas oficinas orientacoes promocao habitos saudaveis voltados melhoria qualidade vida algumas atividades apresentacoes circenses parque barigui parque nautico iguacu meio programa praca circo forma difundir arte circense levar alegria parques oficinas apresentacoes artisticas culturais musicais alunos professores oficina musica atividades esportivas emprestimo materiais esportivos pratica volei praia futebol areia badminton alem realizacao torneios diversas modalidades jogos atividades recreativas jogos tabuleiro emprestimo materiais pratica frescobol perna pau esqui grama alem algumas brincadeiras agua refrescar diversas atividades projeto jogos pia realizacao oficinas emprestimo materiais pratica bets acoes educativas orientacoes pratica atividade fisica seguranca alimentar nutricional preservacao ambiental cuidados animais informacoes turisticas dicas saude melhoria qualidade vida alem pontos descarte lixo locais parque barigui av candido hartmann santo inacio lado museu automovel parque nautico iguacu av marechal floriano peixoto boqueiraoparque passauna angelo marqueto augusta prainha lago proxima mirante parque lago azul colomba marlin augustaconfira programacao site
Verão Curitiba 2019 - Parque Passaúna;2019-01-12;2019-02-24;1;"1;7";Augusta;Verão Curitiba;curitiba verao parque passauna periodo janeiro fevereiro sabados domingos projeto verao curitiba vai aumentar temperaturas levar grande concentracao atividades prainha lado parque passauna proximo mirante parques praia curitiba frase bastante ouvida dias calor fins semana curitiba meses janeiro fevereiro ideia colocada pratica prefeitura curitiba quatro parques cidade pontos centrais diversao durante finais semana alem passauna atividades parques barigui nautico iguacu lago periodo janeiro fevereiro durante dias semana segunda sexta espacos publicos regionais cidade acontecera junto acoes festival ferias verao cidade assim varios espacos publicos levara alegria carinho familias neste periodo ferias projeto verao curitiba veio colocar pessoas movimento agitar diversos espacos publicos cidade acao integrada toda prefeitura curitiba gestao direta prefeito rafael greca acao integrada todas secretarias municipais cidade diversos pontos onde ofertados servicos atividades gratuitas esporte lazer atividade fisica recreacao apresentacoes artisticas culturais alem diversas oficinas orientacoes promocao habitos saudaveis voltados melhoria qualidade vida algumas atividades apresentacoes circenses parque barigui parque nautico iguacu meio programa praca circo forma difundir arte circense levar alegria parques oficinas apresentacoes artisticas culturais musicais alunos professores oficina musica atividades esportivas emprestimo materiais esportivos pratica volei praia futebol areia badminton alem realizacao torneios diversas modalidades jogos atividades recreativas jogos tabuleiro emprestimo materiais pratica frescobol perna pau esqui grama alem algumas brincadeiras agua refrescar diversas atividades projeto jogos pia realizacao oficinas emprestimo materiais pratica bets acoes educativas orientacoes pratica atividade fisica seguranca alimentar nutricional preservacao ambiental cuidados animais informacoes turisticas dicas saude melhoria qualidade vida alem pontos descarte lixo locais parque barigui av candido hartmann santo inacio lado museu automovel parque nautico iguacu av marechal floriano peixoto boqueiraoparque passauna angelo marqueto augusta prainha lago proxima mirante parque lago azul colomba marlin augustaconfira programacao site
